Name,gtts_language,Language
Bina,ta,Tamil
Bindiya,ta,Tamil
Brinda,ta,Tamil
Cauvery,ta,Tamil
Chadna,ta,Tamil
Chahana,ta,Tamil
Chaitali,ta,Tamil
Chaitaly,ta,Tamil
Chaitanya,ta,Tamil
Chakori,ta,Tamil
Chakrika,ta,Tamil
Chameli,ta,Tamil
Champa,ta,Tamil
Champabati,ta,Tamil
Champakali,ta,Tamil
Champakavath,ta,Tamil
Champamalini,ta,Tamil
Champika,ta,Tamil
Chanasya,ta,Tamil
Chanchala,ta,Tamil
Chanda,ta,Tamil
Chandalini,ta,Tamil
Chandana,ta,Tamil
Chandani,ta,Tamil
Chandanika,ta,Tamil
Chandika,ta,Tamil
Chandni,ta,Tamil
Chandrabali,ta,Tamil
Chandrabhaga,ta,Tamil
Chandrabindu,ta,Tamil
Chandraja,ta,Tamil
Chandrakala,ta,Tamil
Chandraki,ta,Tamil
Chandrakin,ta,Tamil
Chandraleksha,ta,Tamil
Chandramathi,ta,Tamil
Chandramukhi,ta,Tamil
Chandrani,ta,Tamil
Chandratara,ta,Tamil
Chandravathi,ta,Tamil
Chandrika,ta,Tamil
Chandrima,ta,Tamil
Changuna,ta,Tamil
Chapala,ta,Tamil
Charita,ta,Tamil
Charitra,ta,Tamil
Charu,ta,Tamil
Charulata,ta,Tamil
Charulekha,ta,Tamil
Charumati,ta,Tamil
Charuprabha,ta,Tamil
Charusheela,ta,Tamil
Charusila,ta,Tamil
Charvi,ta,Tamil
Chatura,ta,Tamil
Chayana,ta,Tamil
Chellam,ta,Tamil
Chetana,ta,Tamil
Chhabi,ta,Tamil
Chhavvi,ta,Tamil
Chhaya,ta,Tamil
Chimayi,ta,Tamil
Chinmayi,ta,Tamil
"Chintan, Chinta",ta,Tamil
Chiti,ta,Tamil
Chitkala,ta,Tamil
Chitra,ta,Tamil
Chitragandha,ta,Tamil
Chitralekha,ta,Tamil
Chitrali,ta,Tamil
Chitramala,ta,Tamil
Chitramaya,ta,Tamil
Chitrangada,ta,Tamil
Chitrani,ta,Tamil
Chitrarathi,ta,Tamil
Chitrarekha,ta,Tamil
Chitrita,ta,Tamil
Chumban,ta,Tamil
Dadhija,ta,Tamil
Daksha,ta,Tamil
Dakshakanya,ta,Tamil
Dakshata,ta,Tamil
Dakshayani,ta,Tamil
Dakshina,ta,Tamil
Dalaja,ta,Tamil
Damayanti,ta,Tamil
Damini,ta,Tamil
Darika,ta,Tamil
Darpana,ta,Tamil
Darpanika,ta,Tamil
Darshana,ta,Tamil
Darshini,ta,Tamil
Daya,ta,Tamil
Dayamayee,ta,Tamil
Dayanita,ta,Tamil
Dayita,ta,Tamil
Debanshi,ta,Tamil
Deeba,ta,Tamil
Deepabali,ta,Tamil
Deepali,ta,Tamil
Deepamala,ta,Tamil
Deepana,ta,Tamil
Deepanwita,ta,Tamil
Deepaprabha,ta,Tamil
Deepashikha,ta,Tamil
Deepika,ta,Tamil
Deepitha,ta,Tamil
Deepta,ta,Tamil
Deepti,ta,Tamil
Deeptikana,ta,Tamil
Deeptimoyee,ta,Tamil
Deshna,ta,Tamil
Devahuti,ta,Tamil
Devak,ta,Tamil
Devakanya,ta,Tamil
Devaki,ta,Tamil
Devalatha,ta,Tamil
Devalekha,ta,Tamil
Devamati,ta,Tamil
Devamayi,ta,Tamil
Devangana,ta,Tamil
Devasmitha,ta,Tamil
Devasree,ta,Tamil
Devika,ta,Tamil
Devina,ta,Tamil
Devya,ta,Tamil
Devyani,ta,Tamil
Dhanalakshmi,ta,Tamil
Dhanapriya,ta,Tamil
Dhanashri,ta,Tamil
Dhanishta,ta,Tamil
Dhanya,ta,Tamil
Dhanyata,ta,Tamil
Dhara,ta,Tamil
Dharani,ta,Tamil
Dharini,ta,Tamil
Dharitri,ta,Tamil
Dhatri,ta,Tamil
Dhitha,ta,Tamil
Dhithi,ta,Tamil
Dhriti,ta,Tamil
Dhuthi,ta,Tamil
Diksha,ta,Tamil
Dilber,ta,Tamil
Dilshad,ta,Tamil
Disha,ta,Tamil
Diti,ta,Tamil
Divena,ta,Tamil
Doyel,ta,Tamil
Draupadi,ta,Tamil
Dristi,ta,Tamil
Druthi,ta,Tamil
Dulari,ta,Tamil
"Durva, Durba",ta,Tamil
Dwipavati,ta,Tamil
Ecchumati,ta,Tamil
Edhitha,ta,Tamil
Ehimaya,ta,Tamil
Eka,ta,Tamil
Ekadhana,ta,Tamil
Ekaja,ta,Tamil
Ekantha,ta,Tamil
Ekanthika,ta,Tamil
Ekaparana,ta,Tamil
"Ekata, Ektaa",ta,Tamil
Ekavali,ta,Tamil
Ekisha,ta,Tamil
Ekta,ta,Tamil
Ela,ta,Tamil
Elampirai,ta,Tamil
Elavarasi,ta,Tamil
Elili,ta,Tamil
Enakshi,ta,Tamil
Esha,ta,Tamil
Eshana,ta,Tamil
Eshanika,ta,Tamil
Eshanya,ta,Tamil
Eshika,ta,Tamil
Eshita,ta,Tamil
"Ethaha, Etasha",ta,Tamil
Faiza,ta,Tamil
Fajyaz,ta,Tamil
"Falguni, Phalg",ta,Tamil
Farha,ta,Tamil
Faria,ta,Tamil
Farida,ta,Tamil
"Fatima, Fatma",ta,Tamil
Fawiza,ta,Tamil
Firoza,ta,Tamil
"Foolan, Phoola",ta,Tamil
"Foolwati, Phoo",ta,Tamil
Fulki,ta,Tamil
Fullara,ta,Tamil
Gagana,ta,Tamil
Gaganadipika,ta,Tamil
Gaganasindhu,ta,Tamil
Gajagamini,ta,Tamil
Gajalakshmi,ta,Tamil
Gajra,ta,Tamil
Ganda,ta,Tamil
Gandha,ta,Tamil
Gandhali,ta,Tamil
Gandhara,ta,Tamil
Gandhari,ta,Tamil
Gandharika,ta,Tamil
Gandhini,ta,Tamil
"Ganga, Gango",ta,Tamil
Gangika,ta,Tamil
Ganitha,ta,Tamil
Garati,ta,Tamil
Gathika,ta,Tamil
Gatita,ta,Tamil
Gauhar,ta,Tamil
Gaura,ta,Tamil
Gaurika,ta,Tamil
Gautami,ta,Tamil
Gayana,ta,Tamil
Gayanthika,ta,Tamil
Gayatri,ta,Tamil
Gazala,ta,Tamil
Geena,ta,Tamil
Geeta,ta,Tamil
Geeti,ta,Tamil
Geetika,ta,Tamil
Geshna,ta,Tamil
Girija,ta,Tamil
Girika,ta,Tamil
Gita,ta,Tamil
Gitali,ta,Tamil
Gitanjali,ta,Tamil
Gitika,ta,Tamil
Godavari,ta,Tamil
Gomati,ta,Tamil
Gool,ta,Tamil
Gopa,ta,Tamil
"Gopi, Gopika",ta,Tamil
Gopika,ta,Tamil
Gorochana,ta,Tamil
Gourangi,ta,Tamil
Govindi,ta,Tamil
Grhalakshmi,ta,Tamil
Grhitha,ta,Tamil
Gudiya,ta,Tamil
Gulika,ta,Tamil
Gunasundari,ta,Tamil
Gunitha,ta,Tamil
Gunjana,ta,Tamil
Gunjika,ta,Tamil
Gunjita,ta,Tamil
Gunwanti,ta,Tamil
Gurjari,ta,Tamil
Gyanada,ta,Tamil
Habiba,ta,Tamil
Hafiza,ta,Tamil
Haimavati,ta,Tamil
Hamsa,ta,Tamil
Hanima,ta,Tamil
Hansa,ta,Tamil
Hansanandini,ta,Tamil
Hansaveni,ta,Tamil
Hansika,ta,Tamil
Hansini,ta,Tamil
Hariganga,ta,Tamil
Harijatha,ta,Tamil
Harimanti,ta,Tamil
Harinakshi,ta,Tamil
Harini,ta,Tamil
Haripriya,ta,Tamil
Harita,ta,Tamil
Harithi,ta,Tamil
Harmya,ta,Tamil
Harsha,hi,Hindi
Harshada,hi,Hindi
Harshini,hi,Hindi
Harshita,hi,Hindi
Harshitha,hi,Hindi
Hasanthi,hi,Hindi
Hasika,hi,Hindi
Hasina,hi,Hindi
Hasita,hi,Hindi
Hasna,hi,Hindi
Hasumati,hi,Hindi
Hatisha,hi,Hindi
Hemakshi,hi,Hindi
Hemangi,hi,Hindi
Hemangini,hi,Hindi
Hemanti,hi,Hindi
Hemanya,hi,Hindi
Hemavati,hi,Hindi
Hemlata,hi,Hindi
Hena,hi,Hindi
Henna,hi,Hindi
Hetal,hi,Hindi
Hima,hi,Hindi
Himagouri,hi,Hindi
Himani,hi,Hindi
Hina,hi,Hindi
Hindola,hi,Hindi
Hiral,hi,Hindi
Hiranmayi,hi,Hindi
Hiranya,hi,Hindi
Hiranyadha,hi,Hindi
Hirkani,hi,Hindi
Hita,hi,Hindi
Hiya,hi,Hindi
Holika,hi,Hindi
Hoor,hi,Hindi
Hradha,hi,Hindi
Husna,hi,Hindi
Ibha,hi,Hindi
Idhika,hi,Hindi
Idhitri,hi,Hindi
Iha,hi,Hindi
Ihina,hi,Hindi
Ihitha,hi,Hindi
Iksha,hi,Hindi
Ikshana,hi,Hindi
Ikshitha,hi,Hindi
Ikshu,hi,Hindi
Ila,hi,Hindi
Ilampirai,hi,Hindi
Ilavalagi,hi,Hindi
Ilavenil,hi,Hindi
Ilisha,hi,Hindi
Ina,hi,Hindi
Inayat,hi,Hindi
Indira,hi,Hindi
Indiya,hi,Hindi
Indrakshi,hi,Hindi
Indrani,hi,Hindi
Indrasena,hi,Hindi
Indratha,hi,Hindi
Indrayani,hi,Hindi
Indu,hi,Hindi
Induja,hi,Hindi
Indukala,hi,Hindi
Indulala,hi,Hindi
Induleksh,hi,Hindi
Induma,hi,Hindi
Indumati,hi,Hindi
Indumukhi,hi,Hindi
Inika,hi,Hindi
Iniya,hi,Hindi
Inkurali,hi,Hindi
Ipsa,hi,Hindi
Ipsita,hi,Hindi
Ira,hi,Hindi
Iraja,hi,Hindi
Iravati,hi,Hindi
Isai,hi,Hindi
Isha,hi,Hindi
Ishana,hi,Hindi
Ishani,hi,Hindi
Ishanika,hi,Hindi
Ishanya,hi,Hindi
Ishika,hi,Hindi
Ishita,hi,Hindi
Ishrat,hi,Hindi
Ishwari,hi,Hindi
Ivy,hi,Hindi
Iyalisai,hi,Hindi
Jabeen,hi,Hindi
Jagadamba,hi,Hindi
Jagathi,hi,Hindi
Jagavi,hi,Hindi
Jagrati,hi,Hindi
Jagriti,hi,Hindi
Jahanara,hi,Hindi
Jaheel,hi,Hindi
Jahnavi,hi,Hindi
Jailekha,hi,Hindi
Jaiman,hi,Hindi
Jaimathi,hi,Hindi
Jaipriya,hi,Hindi
Jaishree,hi,Hindi
Jaisudha,hi,Hindi
Jaiwanti,hi,Hindi
Jalabala,hi,Hindi
Jaladhi,hi,Hindi
Jaladhija,hi,Hindi
Jalahasini,hi,Hindi
Jalaja,hi,Hindi
Jalanhili,hi,Hindi
Jalela,hi,Hindi
Jamini,hi,Hindi
Jamuna,hi,Hindi
Janaki,hi,Hindi
Janani,hi,Hindi
Janhavi,hi,Hindi
Janhitha,hi,Hindi
Janitha,hi,Hindi
Jansi,hi,Hindi
Januja,hi,Hindi
Janya,hi,Hindi
Jasoda,hi,Hindi
Jasodhara,hi,Hindi
Jayalakshmi,hi,Hindi
Jayalalita,hi,Hindi
Jayamala,hi,Hindi
Jayani,hi,Hindi
Jayantika,hi,Hindi
Jayaprada,hi,Hindi
Jayashree,hi,Hindi
Jayashri,hi,Hindi
Jayati,hi,Hindi
Jayita,hi,Hindi
Jayitri,hi,Hindi
Jayshri,hi,Hindi
Jeeval,hi,Hindi
Jeevankala,hi,Hindi
Jeevanlata,hi,Hindi
Jeevika,hi,Hindi
Jenya,hi,Hindi
Jetashri,hi,Hindi
Jharna,hi,Hindi
Jhilmil,hi,Hindi
Jhinuk,hi,Hindi
Jigya,hi,Hindi
Jithya,hi,Hindi
Jivika,hi,Hindi
Joel,hi,Hindi
Joshita,hi,Hindi
Jowaki,hi,Hindi
Juhi,hi,Hindi
Jui,hi,Hindi
Juily,hi,Hindi
Jyoti,hi,Hindi
Jyotibala,hi,Hindi
Jyotika,hi,Hindi
Jyotirmoyee,hi,Hindi
Jyotishmati,hi,Hindi
Jyotsna,hi,Hindi
Kaandhal,hi,Hindi
Kadambari,hi,Hindi
Kadambini,hi,Hindi
Kadhiroli,hi,Hindi
Kahini,hi,Hindi
Kaishori,hi,Hindi
Kajal,hi,Hindi
Kajjali,hi,Hindi
Kajri,hi,Hindi
Kakali,hi,Hindi
Kalaimagal,hi,Hindi
Kalaka,hi,Hindi
Kalandhika,hi,Hindi
Kalanidhi,hi,Hindi
Kalavati,hi,Hindi
Kalindi,hi,Hindi
Kallol,hi,Hindi
Kalpana,hi,Hindi
Kalpini,hi,Hindi
Kalpita,hi,Hindi
Kalya,hi,Hindi
Kalyani,hi,Hindi
Kamadha,hi,Hindi
Kamakshi,hi,Hindi
Kamala,hi,Hindi
Kamalakshi,hi,Hindi
Kamali,hi,Hindi
Kamalika,hi,Hindi
Kamalini,hi,Hindi
Kamalkali,hi,Hindi
Kamana,hi,Hindi
Kamika,hi,Hindi
Kamini,hi,Hindi
Kamitha,hi,Hindi
Kamna,hi,Hindi
Kampana,hi,Hindi
Kamya,hi,Hindi
Kana,hi,Hindi
"Kanak, Kanaka",hi,Hindi
Kanaka,hi,Hindi
Kanakabati,hi,Hindi
Kanaklata,hi,Hindi
Kanakpriya,hi,Hindi
Kanan,hi,Hindi
Kananbala,hi,Hindi
Kanchan,hi,Hindi
Kanchana,hi,Hindi
Kanchi,hi,Hindi
Kandhara,hi,Hindi
Kangana,hi,Hindi
Kanika,hi,Hindi
Kanimoli,hi,Hindi
Kanitha,hi,Hindi
Kanjari,hi,Hindi
Kankana,hi,Hindi
Kanmani,hi,Hindi
Kanyana,hi,Hindi
Kapalini,hi,Hindi
Kapardini,hi,Hindi
Kapotakshi,hi,Hindi
Karabi,hi,Hindi
Karishma,hi,Hindi
Karuka,hi,Hindi
Karuna,hi,Hindi
Karunamayi,hi,Hindi
Karunya,hi,Hindi
Kashmira,hi,Hindi
Katyayani,hi,Hindi
Kaumudi,hi,Hindi
Kaushalya,hi,Hindi
Kaushika,hi,Hindi
Kavana,hi,Hindi
Kaveri,hi,Hindi
Kavika,hi,Hindi
Kavini,hi,Hindi
Kavita,hi,Hindi
Kavya,hi,Hindi
Kayalvili,hi,Hindi
Keertana,hi,Hindi
Kesari,hi,Hindi
Keshi,hi,Hindi
Keshika,hi,Hindi
Keshini,hi,Hindi
Ketaki,hi,Hindi
Ketana,hi,Hindi
Keya,hi,Hindi
Khyati,hi,Hindi
Kilimoli,hi,Hindi
Kimaya,hi,Hindi
Kiran,hi,Hindi
Kiranmala,hi,Hindi
Kirtana,hi,Hindi
Kirti,hi,Hindi
Kishori,hi,Hindi
Kiya,hi,Hindi
Kokila,hi,Hindi
Komal,hi,Hindi
Komala,hi,Hindi
Koyel,hi,Hindi
Krandasi,hi,Hindi
Kranti,hi,Hindi
Kripa,hi,Hindi
Krishnaa,hi,Hindi
Krishnakali,hi,Hindi
Krithi,hi,Hindi
Krithya,hi,Hindi
Kriti,hi,Hindi
Krittika,hi,Hindi
Kriya,hi,Hindi
Krupa,hi,Hindi
Ksema,hi,Hindi
Kshama,hi,Hindi
Kshanika,hi,Hindi
Kshithi,hi,Hindi
Kumkum,hi,Hindi
Kumud,hi,Hindi
Kumudini,hi,Hindi
Kunda,hi,Hindi
Kundanika,hi,Hindi
Kundini,hi,Hindi
Kunjal,hi,Hindi
Kunjalata,hi,Hindi
Kunjana,hi,Hindi
Kuntal,hi,Hindi
Kuntala,hi,Hindi
Kunti,hi,Hindi
Kurangi,hi,Hindi
Kurinji,hi,Hindi
Kushala,hi,Hindi
Kusum,hi,Hindi
Kusuma,hi,Hindi
Kusumanjali,hi,Hindi
Kusumavati,hi,Hindi
Kusumita,hi,Hindi
Kusumlata,hi,Hindi
Kuvalai,hi,Hindi
Kuyil,hi,Hindi
Kuyilsai,hi,Hindi
Labangalata,hi,Hindi
Laboni,hi,Hindi
Lajja,hi,Hindi
Lajjawati,hi,Hindi
Lajwanti,hi,Hindi
Lajwati,hi,Hindi
Laksha,hi,Hindi
Lakshana,hi,Hindi
Lakshmi,hi,Hindi
Lakshmishree,hi,Hindi
Lalan,hi,Hindi
Lalana,hi,Hindi
Lali,hi,Hindi
Lalima,hi,Hindi
Lata,hi,Hindi
Latangi,hi,Hindi
Latika,hi,Hindi
Lavali,hi,Hindi
Lavangi,hi,Hindi
Lavanya,hi,Hindi
Leelamayee,hi,Hindi
Leelavati,hi,Hindi
Leena,hi,Hindi
Lekha,hi,Hindi
Lily,hi,Hindi
Lipi,hi,Hindi
Lipika,hi,Hindi
Lochan,hi,Hindi
Lochana,hi,Hindi
Lohita,hi,Hindi
Lola,hi,Hindi
Lona,hi,Hindi
Lopa,hi,Hindi
Lopamudra,hi,Hindi
Madhavi,hi,Hindi
Madhavilata,hi,Hindi
Madhu,hi,Hindi
Madhubala,hi,Hindi
Madhuchhanda,hi,Hindi
Madhuja,hi,Hindi
Madhuksara,hi,Hindi
Madhula,hi,Hindi
Madhulata,hi,Hindi
Madhulekha,hi,Hindi
Madhulika,hi,Hindi
Madhumalati,hi,Hindi
Madhumati,hi,Hindi
Madhumita,hi,Hindi
Madhunisha,hi,Hindi
Madhur,hi,Hindi
Madhura,hi,Hindi
Madhurima,hi,Hindi
Madhushri,hi,Hindi
Madira,hi,Hindi
Madirakshi,hi,Hindi
Madri,hi,Hindi
Madura,hi,Hindi
Mahadevi,hi,Hindi
Mahaganga,hi,Hindi
Mahagauri,hi,Hindi
Mahajabeen,hi,Hindi
Mahamaya,hi,Hindi
Mahasweta,hi,Hindi
Mahati,hi,Hindi
Mahi,hi,Hindi
Mahijuba,hi,Hindi
Mahika,hi,Hindi
Mahima,hi,Hindi
Mahitha,hi,Hindi
Mahiya,hi,Hindi
Mahua,hi,Hindi
Mahubala,hi,Hindi
Maina,hi,Hindi
"Maithili, Mythili",hi,Hindi
Maitra,hi,Hindi
Maitreya,hi,Hindi
Maitreyi,hi,Hindi
Maitri,hi,Hindi
Makshi,hi,Hindi
Mala,hi,Hindi
Malarvili,hi,Hindi
Malashree,hi,Hindi
Malati,hi,Hindi
Malavika,hi,Hindi
Malaya,hi,Hindi
Malina,hi,Hindi
Malini,hi,Hindi
Malliga,hi,Hindi
Mallika,hi,Hindi
Malti,hi,Hindi
Mamata,hi,Hindi
Manadha,hi,Hindi
Manaka,hi,Hindi
Manal,hi,Hindi
Manali,hi,Hindi
Manana,hi,Hindi
Mananya,hi,Hindi
Manasa,hi,Hindi
Manasi,hi,Hindi
Manasika,hi,Hindi
Manasvi,hi,Hindi
Manavi,hi,Hindi
Manayi,hi,Hindi
Manda,hi,Hindi
Mandakini,hi,Hindi
Mandakranta,hi,Hindi
Mandana,hi,Hindi
Mandara,hi,Hindi
Mandarmalika,hi,Hindi
Mandira,hi,Hindi
Manditha,hi,Hindi
Mandra,hi,Hindi
Mangai,hi,Hindi
Mangala,hi,Hindi
Mangalya,hi,Hindi
Manideepa,hi,Hindi
Manik,hi,Hindi
Manika,hi,Hindi
Manikuntala,hi,Hindi
Manimala,hi,Hindi
Manimekhala,hi,Hindi
Manini,hi,Hindi
Manisha,hi,Hindi
"Manisha, Mohi",hi,Hindi
Manisi,hi,Hindi
Manisila,hi,Hindi
Manisitha,hi,Hindi
Manitha,hi,Hindi
Maniya,hi,Hindi
Manjari,hi,Hindi
Manjira,hi,Hindi
Manjistha,hi,Hindi
Manju,hi,Hindi
Manjubala,hi,Hindi
Manjulika,hi,Hindi
Manjusha,hi,Hindi
Manjushri,hi,Hindi
Manjusri,hi,Hindi
Manjyot,hi,Hindi
Manmayi,hi,Hindi
Manorama,hi,Hindi
Manoritha,hi,Hindi
Manthika,hi,Hindi
Manushri,hi,Hindi
Manya,hi,Hindi
Marala,hi,Hindi
Marichi,hi,Hindi
Marisa,hi,Hindi
Markandeya,hi,Hindi
Marudham,hi,Hindi
Masilmani,hi,Hindi
Matangi,hi,Hindi
Maushmi,hi,Hindi
Mausumi,hi,Hindi
Mayil,hi,Hindi
Mayukhi,hi,Hindi
Mayura,hi,Hindi
Mayuri,hi,Hindi
Mayurika,hi,Hindi
Medha,hi,Hindi
Medhani,hi,Hindi
Medhya,hi,Hindi
Medini,hi,Hindi
Meena,hi,Hindi
Meenakshi,hi,Hindi
Meera,hi,Hindi
Megha,hi,Hindi
Meghamala,hi,Hindi
Meghana,hi,Hindi
Mehal,hi,Hindi
Mehbooba,hi,Hindi
Meher,hi,Hindi
Mehrunissa,hi,Hindi
Mehul,hi,Hindi
Mekhala,hi,Hindi
Mena,hi,Hindi
Menaka,hi,Hindi
Menitha,hi,Hindi
Menmoli,hi,Hindi
Mihika,hi,Hindi
Milana,hi,Hindi
Milika,hi,Hindi
Minakshi,hi,Hindi
Minal,hi,Hindi
Minati,hi,Hindi
Minnoli,hi,Hindi
Mirium,hi,Hindi
Naseen,hi,Hindi
Natun,hi,Hindi
Nauka,hi,Hindi
Navaneeta,hi,Hindi
Naveena,hi,Hindi
Naviya,hi,Hindi
Navya,hi,Hindi
Nayana,hi,Hindi
Nayantara,hi,Hindi
Nazima,hi,Hindi
Neeharika,hi,Hindi
Neela,hi,Hindi
Neelabja,hi,Hindi
Neelakshi,hi,Hindi
Neelam,hi,Hindi
Neelanjana,hi,Hindi
Neelkamal,hi,Hindi
Neepa,hi,Hindi
Neeraja,hi,Hindi
Neeta,hi,Hindi
Neeti,hi,Hindi
Neha,hi,Hindi
Nehal,hi,Hindi
Netra,hi,Hindi
Netravati,hi,Hindi
Nidhi,hi,Hindi
Nidhyana,hi,Hindi
Nidhyathi,hi,Hindi
Nidra,hi,Hindi
Niharika,hi,Hindi
Nikhila,hi,Hindi
Nikhita,hi,Hindi
Nila,hi,Hindi
Nilasha,hi,Hindi
Nilavoli,hi,Hindi
Nilaya,hi,Hindi
Nileen,hi,Hindi
Nilima,hi,Hindi
Niloufer,hi,Hindi
Nimisha,hi,Hindi
Nina,hi,Hindi
Niraimadhi,hi,Hindi
Niral,hi,Hindi
Niranjana,hi,Hindi
Nirmala,hi,Hindi
Nirmayi,hi,Hindi
Nirmitha,hi,Hindi
Nirupa,hi,Hindi
Nirupama,hi,Hindi
Nisha,hi,Hindi
Nishithini,hi,Hindi
Nishtha,hi,Hindi
Nita,hi,Hindi
Nitha,hi,Hindi
Nithilam,hi,Hindi
Niti,hi,Hindi
Nitima,hi,Hindi
Nityapriya,hi,Hindi
Nivedita,hi,Hindi
Nivritti,hi,Hindi
Niyati,hi,Hindi
Noopur,hi,Hindi
Noor,hi,Hindi
Noorjehan,hi,Hindi
Nupura,hi,Hindi
Nusrat,hi,Hindi
Nutan,hi,Hindi
Nuti,hi,Hindi
Odathi,hi,Hindi
Ojal,hi,Hindi
Ojaswini,hi,Hindi
Omala,hi,Hindi
Omana,hi,Hindi
Omvati,hi,Hindi
Oviya,hi,Hindi
Padma,hi,Hindi
Padmaja,hi,Hindi
Padmajai,hi,Hindi
Padmakali,hi,Hindi
Padmal,hi,Hindi
Padmalaya,hi,Hindi
Padmalochana,hi,Hindi
Padmaroopa,hi,Hindi
Padmavati,hi,Hindi
Padmini,hi,Hindi
Pakhi,hi,Hindi
Pakshi,hi,Hindi
Pallavi,hi,Hindi
Pallavini,hi,Hindi
Panchali,hi,Hindi
Pankaja,hi,Hindi
Panya,hi,Hindi
Parama,hi,Hindi
Parameshwari,hi,Hindi
Paramita,hi,Hindi
Pari,hi,Hindi
Paridhi,hi,Hindi
Parinita,hi,Hindi
Parnal,hi,Hindi
Parnashri,hi,Hindi
Parni,hi,Hindi
Parnik,hi,Hindi
Parnika,hi,Hindi
Parthivi,hi,Hindi
Parul,hi,Hindi
Parvani,hi,Hindi
Parvati,hi,Hindi
Parveen,hi,Hindi
Patmanjari,hi,Hindi
Patralekha,hi,Hindi
Pavana,hi,Hindi
Pavani,hi,Hindi
Payal,hi,Hindi
Payoja,hi,Hindi
Phiroza,hi,Hindi
Phoolan,hi,Hindi
Pia,hi,Hindi
Piki,hi,Hindi
Pingala,hi,Hindi
Pival,hi,Hindi
Piyali,hi,Hindi
Pooja,hi,Hindi
Poonam,hi,Hindi
Poorbi,hi,Hindi
Poornima,hi,Hindi
Poorvi,hi,Hindi
Poushali,hi,Hindi
Prabhati,hi,Hindi
Prachi,hi,Hindi
Pradeepta,hi,Hindi
Pradnaya,hi,Hindi
Pragati,hi,Hindi
Pragya,hi,Hindi
Pragyaparamit,hi,Hindi
Pragyawati,hi,Hindi
Prama,hi,Hindi
Pramada,hi,Hindi
Pramila,hi,Hindi
Pramiti,hi,Hindi
Pranati,hi,Hindi
Prapti,hi,Hindi
Prarthana,hi,Hindi
Prasana,hi,Hindi
Prashansa,hi,Hindi
Prashanti,hi,Hindi
Prathysha,hi,Hindi
Pratibha,hi,Hindi
Pratigya,hi,Hindi
Pratima,hi,Hindi
Pratishtha,hi,Hindi
Preeti,hi,Hindi
Prema,hi,Hindi
Premala,hi,Hindi
Premila,hi,Hindi
Prerana,hi,Hindi
Preyasi,hi,Hindi
Prita,hi,Hindi
Pritha,hi,Hindi
Priti,hi,Hindi
Pritika,hi,Hindi
Pritikana,hi,Hindi
Pritilata,hi,Hindi
Priyadarshini,hi,Hindi
Priyal,hi,Hindi
Priyam,hi,Hindi
Priyamvada,hi,Hindi
Priyanka,hi,Hindi
Priyasha,hi,Hindi
Puja,hi,Hindi
Pujita,hi,Hindi
Puloma,hi,Hindi
"Punam, Poona",hi,Hindi
Punarnava,hi,Hindi
Punita,hi,Hindi
Punthali,hi,Hindi
Purnima,hi,Hindi
Purva,hi,Hindi
Purvaja,hi,Hindi
Pushpanjali,hi,Hindi
Pushpita,hi,Hindi
Pusti,hi,Hindi
Putul,hi,Hindi
Quarrtulain,hi,Hindi
Quasar,hi,Hindi
Raakhi,hi,Hindi
Rabia,hi,Hindi
Rachana,hi,Hindi
Rachita,hi,Hindi
Rachna,hi,Hindi
Radhana,hi,Hindi
Radhani,hi,Hindi
Radhika,hi,Hindi
Ragini,hi,Hindi
Rajalakshmi,hi,Hindi
Rajani,hi,Hindi
Rajanigandha,hi,Hindi
Rajata,hi,Hindi
Rajdulari,hi,Hindi
Rajeshwari,hi,Hindi
Rajhans,hi,Hindi
Rajitha,hi,Hindi
Rajivini,hi,Hindi
Rajkumari,hi,Hindi
Rajnandhini,hi,Hindi
Rajshri,hi,Hindi
Raka,hi,Hindi
Rakhi,hi,Hindi
Raksha,hi,Hindi
Ramana,hi,Hindi
Ramani,hi,Hindi
Rambha,hi,Hindi
Rameshwari,hi,Hindi
Ramila,hi,Hindi
Ramita,hi,Hindi
Ramya,hi,Hindi
Rangana,hi,Hindi
Rangitha,hi,Hindi
Ranhitha,hi,Hindi
Rani,hi,Hindi
Ranita,hi,Hindi
Ranjana,hi,Hindi
Ranjika,hi,Hindi
Ranjini,hi,Hindi
Ranjita,hi,Hindi
Ranvitha,hi,Hindi
Ranya,hi,Hindi
Rashi,hi,Hindi
Rashmi,hi,Hindi
Rashmika,hi,Hindi
Rasika,hi,Hindi
Rasna,hi,Hindi
Rathika,hi,Hindi
Rati,hi,Hindi
Ratna,hi,Hindi
Ratnabala,hi,Hindi
Ratnabali,hi,Hindi
Ratnajyouti,hi,Hindi
Ratnalekha,hi,Hindi
Ratnali,hi,Hindi
Ratnamala,hi,Hindi
Ratnangi,hi,Hindi
Ratnaprabha,hi,Hindi
Ratnapriya,hi,Hindi
Ratnavali,hi,Hindi
Raviprabha,hi,Hindi
Rehwa,hi,Hindi
Rekha,hi,Hindi
Renu,hi,Hindi
Renuka,hi,Hindi
Resham,hi,Hindi
Reshma,hi,Hindi
Reshmi,hi,Hindi
Reva,hi,Hindi
Revati,hi,Hindi
Riddhi,hi,Hindi
Riju,hi,Hindi
Rijuta,hi,Hindi
Rishika,hi,Hindi
Rithika,hi,Hindi
Riti,hi,Hindi
Ritu,hi,Hindi
Riya,hi,Hindi
Rohini,hi,Hindi
Rolee,hi,Hindi
Roma,hi,Hindi
